snapshot,case_id,branch,source_dataset,D,H,W,vx,vy,vz,ct_path_resolved
preprocessed,00b485fdf0,normal,RSNA-Normal,35,512,512,0.48828125,0.48828125,4.999998092651367,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/00b485fdf0.nii.gz
preprocessed,00c6ddbb96,normal,RSNA-Normal,33,512,512,0.427734375,0.427734375,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/00c6ddbb96.nii.gz
preprocessed,00ceec7d79,normal,RSNA-Normal,32,512,512,0.431640625,0.431640625,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/00ceec7d79.nii.gz
preprocessed,00d1face22,normal,RSNA-Normal,28,512,512,0.4882810115814209,0.4882810115814209,5.048793315887451,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/00d1face22.nii.gz
preprocessed,010ef4ce03,normal,RSNA-Normal,31,512,512,0.431640625,0.431640625,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/010ef4ce03.nii.gz
preprocessed,011a38f377,normal,RSNA-Normal,34,512,512,0.4609375,0.4609375,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/011a38f377.nii.gz
preprocessed,011e0389de,normal,RSNA-Normal,32,512,512,0.4882810115814209,0.4882810115814209,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/011e0389de.nii.gz
preprocessed,012ad451f8,normal,RSNA-Normal,33,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/012ad451f8.nii.gz
preprocessed,012c911183,normal,RSNA-Normal,40,512,512,0.4882810115814209,0.4882810115814209,4.071640968322754,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/012c911183.nii.gz
preprocessed,012f924b9b,normal,RSNA-Normal,33,512,512,0.416015625,0.416015625,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/012f924b9b.nii.gz
preprocessed,015b70186d,normal,RSNA-Normal,32,512,512,0.4882810115814209,0.4882810115814209,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/015b70186d.nii.gz
preprocessed,015d1f63c4,normal,RSNA-Normal,34,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/015d1f63c4.nii.gz
preprocessed,017ad7ed20,normal,RSNA-Normal,35,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/017ad7ed20.nii.gz
preprocessed,017e5bb41e,normal,RSNA-Normal,32,512,512,0.44140625,0.44140625,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/017e5bb41e.nii.gz
preprocessed,018e61f2ae,normal,RSNA-Normal,32,512,512,0.4882810115814209,0.4882810115814209,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/018e61f2ae.nii.gz
preprocessed,01ac01af23,normal,RSNA-Normal,32,512,512,0.4882810115814209,0.4882810115814209,5.201274394989014,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/01ac01af23.nii.gz
preprocessed,01b8469252,normal,RSNA-Normal,40,512,512,0.4882810115814209,0.4882810115814209,4.048743724822998,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/01b8469252.nii.gz
preprocessed,01bddfd70f,normal,RSNA-Normal,39,512,512,0.46484375,0.46484375,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/01bddfd70f.nii.gz
preprocessed,01c1788df8,normal,RSNA-Normal,31,512,512,0.453125,0.453125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/01c1788df8.nii.gz
preprocessed,01ca310c19,normal,RSNA-Normal,34,512,512,0.455078125,0.455078125,4.999999523162842,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/01ca310c19.nii.gz
preprocessed,01ce997fa7,normal,RSNA-Normal,36,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/01ce997fa7.nii.gz
preprocessed,01cf9a5127,normal,RSNA-Normal,32,512,512,0.4882810115814209,0.4882810115814209,5.015045166015625,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/01cf9a5127.nii.gz
preprocessed,01e9a7dc1b,normal,RSNA-Normal,28,512,512,0.4882810115814209,0.4882810115814209,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/01e9a7dc1b.nii.gz
preprocessed,021c6184c6,normal,RSNA-Normal,35,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/021c6184c6.nii.gz
preprocessed,021da20807,normal,RSNA-Normal,37,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/021da20807.nii.gz
preprocessed,024b71a40e,normal,RSNA-Normal,32,512,512,0.48828125,0.48828125,5.050875663757324,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/024b71a40e.nii.gz
preprocessed,027abcbc7b,normal,RSNA-Normal,33,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/027abcbc7b.nii.gz
preprocessed,027e12b63c,normal,RSNA-Normal,40,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/027e12b63c.nii.gz
preprocessed,02b0b95e07,normal,RSNA-Normal,29,512,512,0.447265625,0.447265625,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/02b0b95e07.nii.gz
preprocessed,02b616db2f,normal,RSNA-Normal,32,512,512,0.4882810115814209,0.4882810115814209,5.102493762969971,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/02b616db2f.nii.gz
preprocessed,02cbb6b255,normal,RSNA-Normal,34,512,512,0.43359375,0.43359375,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/02cbb6b255.nii.gz
preprocessed,02f53f2f4e,normal,RSNA-Normal,34,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/02f53f2f4e.nii.gz
preprocessed,030d276061,normal,RSNA-Normal,36,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/030d276061.nii.gz
preprocessed,030da47456,normal,RSNA-Normal,32,512,512,0.41015625,0.41015625,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/030da47456.nii.gz
preprocessed,030ed13676,normal,RSNA-Normal,34,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/030ed13676.nii.gz
preprocessed,031ff3ef0c,normal,RSNA-Normal,33,512,512,0.400390625,0.400390625,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/031ff3ef0c.nii.gz
preprocessed,032ebd5f51,normal,RSNA-Normal,32,512,512,0.4882810115814209,0.4882810115814209,5.392516136169434,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/032ebd5f51.nii.gz
preprocessed,035cb6ad21,normal,RSNA-Normal,34,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/035cb6ad21.nii.gz
preprocessed,03af2145f9,normal,RSNA-Normal,33,512,512,0.4375,0.4375,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/03af2145f9.nii.gz
preprocessed,03b318a64e,normal,RSNA-Normal,30,512,512,0.4882810115814209,0.4882810115814209,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/03b318a64e.nii.gz
preprocessed,03bf3046d0,normal,RSNA-Normal,39,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/03bf3046d0.nii.gz
preprocessed,03e076551f,normal,RSNA-Normal,30,512,512,0.3828125,0.3828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/03e076551f.nii.gz
preprocessed,03f0a04341,normal,RSNA-Normal,40,512,512,0.4882810115814209,0.4882810115814209,4.343204975128174,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/03f0a04341.nii.gz
preprocessed,03f2a4f1b4,normal,RSNA-Normal,30,512,512,0.396484375,0.396484375,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/03f2a4f1b4.nii.gz
preprocessed,041e232fe1,normal,RSNA-Normal,35,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/041e232fe1.nii.gz
preprocessed,04b065a338,normal,RSNA-Normal,33,512,512,0.44140625,0.44140625,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/04b065a338.nii.gz
preprocessed,04b1318e8e,normal,RSNA-Normal,28,512,512,0.4882810115814209,0.4882810115814209,5.176264762878418,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/04b1318e8e.nii.gz
preprocessed,04b60a680a,normal,RSNA-Normal,32,512,512,0.4882810115814209,0.4882810115814209,5.048788070678711,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/04b60a680a.nii.gz
preprocessed,04b809de14,normal,RSNA-Normal,33,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/04b809de14.nii.gz
preprocessed,04bfbf4c7c,normal,RSNA-Normal,32,512,512,0.4882810115814209,0.4882810115814209,5.093734264373779,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/04bfbf4c7c.nii.gz
preprocessed,04c0d078c0,normal,RSNA-Normal,33,512,512,0.431640625,0.431640625,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/04c0d078c0.nii.gz
preprocessed,04cbfdd8b4,normal,RSNA-Normal,28,512,512,0.4882810115814209,0.4882810115814209,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/04cbfdd8b4.nii.gz
preprocessed,04e58cf3cc,normal,RSNA-Normal,32,512,512,0.435546875,0.435546875,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/04e58cf3cc.nii.gz
preprocessed,04f18b8896,normal,RSNA-Normal,36,512,512,0.513671875,0.513671875,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/04f18b8896.nii.gz
preprocessed,04f31d05f7,normal,RSNA-Normal,31,512,512,0.416015625,0.416015625,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/04f31d05f7.nii.gz
preprocessed,04fe73adc3,normal,RSNA-Normal,29,512,512,0.41796875,0.41796875,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/04fe73adc3.nii.gz
preprocessed,05ae9bc541,normal,RSNA-Normal,34,512,512,0.45703125,0.45703125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/05ae9bc541.nii.gz
preprocessed,05c57f9aef,normal,RSNA-Normal,28,512,512,0.4882810115814209,0.4882810115814209,5.17626428604126,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/05c57f9aef.nii.gz
preprocessed,05ca3dab72,normal,RSNA-Normal,33,512,512,0.443359375,0.443359375,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/05ca3dab72.nii.gz
preprocessed,05cb6e5b02,normal,RSNA-Normal,33,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/05cb6e5b02.nii.gz
preprocessed,05dc85aab6,normal,RSNA-Normal,40,512,512,0.4882810115814209,0.4882810115814209,4.343204975128174,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/05dc85aab6.nii.gz
preprocessed,05e7626014,normal,RSNA-Normal,40,512,512,0.4882810115814209,0.4882810115814209,4.043846130371094,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/05e7626014.nii.gz
preprocessed,05f439eefa,normal,RSNA-Normal,36,512,512,0.4882810115814209,0.4882810115814209,5.392514705657959,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/05f439eefa.nii.gz
preprocessed,05f50c9238,normal,RSNA-Normal,28,512,512,0.4882810115814209,0.4882810115814209,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/05f50c9238.nii.gz
preprocessed,05ff39b6e8,normal,RSNA-Normal,28,512,512,0.4882810115814209,0.4882810115814209,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/05ff39b6e8.nii.gz
preprocessed,06cfe84f2c,normal,RSNA-Normal,33,512,512,0.39453125,0.39453125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/06cfe84f2c.nii.gz
preprocessed,06d3a945b6,normal,RSNA-Normal,34,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/06d3a945b6.nii.gz
preprocessed,06dc2e3959,normal,RSNA-Normal,37,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/06dc2e3959.nii.gz
preprocessed,06f312aff9,normal,RSNA-Normal,32,512,512,0.423828125,0.423828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/06f312aff9.nii.gz
preprocessed,07aa0f742e,normal,RSNA-Normal,37,512,512,0.47265625,0.47265625,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/07aa0f742e.nii.gz
preprocessed,07b881558b,normal,RSNA-Normal,33,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/07b881558b.nii.gz
preprocessed,07bbb033f8,normal,RSNA-Normal,36,512,512,0.419921875,0.419921875,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/07bbb033f8.nii.gz
preprocessed,07c0bda3de,normal,RSNA-Normal,31,512,512,0.365234375,0.365234375,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/07c0bda3de.nii.gz
preprocessed,07d625d6f5,normal,RSNA-Normal,31,512,512,0.3984375,0.3984375,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/07d625d6f5.nii.gz
preprocessed,07d635bf47,normal,RSNA-Normal,32,512,512,0.4882810115814209,0.4882810115814209,5.012472152709961,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/07d635bf47.nii.gz
preprocessed,07eda66f83,normal,RSNA-Normal,36,512,512,0.4609375,0.4609375,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/07eda66f83.nii.gz
preprocessed,07faa30806,normal,RSNA-Normal,31,512,512,0.4882810115814209,0.4882810115814209,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/07faa30806.nii.gz
preprocessed,07fe869052,normal,RSNA-Normal,33,512,512,0.46875,0.46875,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/07fe869052.nii.gz
preprocessed,08b94db85d,normal,RSNA-Normal,32,512,512,0.453125,0.453125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/08b94db85d.nii.gz
preprocessed,08c223f50d,normal,RSNA-Normal,35,512,512,0.408203125,0.408203125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/08c223f50d.nii.gz
preprocessed,08c6234c7f,normal,RSNA-Normal,35,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/08c6234c7f.nii.gz
preprocessed,08cd7d7544,normal,RSNA-Normal,32,512,512,0.4609375,0.4609375,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/08cd7d7544.nii.gz
preprocessed,08d19147e9,normal,RSNA-Normal,40,512,512,0.4882810115814209,0.4882810115814209,4.043846130371094,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/08d19147e9.nii.gz
preprocessed,08d24ac2b0,normal,RSNA-Normal,33,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/08d24ac2b0.nii.gz
preprocessed,08e112321d,normal,RSNA-Normal,37,512,512,0.478515625,0.478515625,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/08e112321d.nii.gz
preprocessed,08e8abc9e3,normal,RSNA-Normal,41,512,512,0.451171875,0.451171875,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/08e8abc9e3.nii.gz
preprocessed,08e9893435,normal,RSNA-Normal,29,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/08e9893435.nii.gz
preprocessed,08ea5e1c43,normal,RSNA-Normal,32,512,512,0.4882810115814209,0.4882810115814209,5.085014343261719,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/08ea5e1c43.nii.gz
preprocessed,08ef65330f,normal,RSNA-Normal,36,512,512,0.443359375,0.443359375,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/08ef65330f.nii.gz
preprocessed,08f3df45cf,normal,RSNA-Normal,32,512,512,0.4882810115814209,0.4882810115814209,5.015064716339111,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/08f3df45cf.nii.gz
preprocessed,08f434a559,normal,RSNA-Normal,35,512,512,0.435546875,0.435546875,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/08f434a559.nii.gz
preprocessed,09a0e04205,normal,RSNA-Normal,28,512,512,0.4882810115814209,0.4882810115814209,5.1899518966674805,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/09a0e04205.nii.gz
preprocessed,09ac591933,normal,RSNA-Normal,29,512,512,0.43359375,0.43359375,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/09ac591933.nii.gz
preprocessed,09bb065ab9,normal,RSNA-Normal,37,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/09bb065ab9.nii.gz
preprocessed,09c68c83bc,normal,RSNA-Normal,32,512,512,0.4882810115814209,0.4882810115814209,5.102493762969971,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/09c68c83bc.nii.gz
preprocessed,09cab60e96,normal,RSNA-Normal,34,512,512,0.470703125,0.470703125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/09cab60e96.nii.gz
preprocessed,09cef78912,normal,RSNA-Normal,36,512,512,0.42578125,0.42578125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/09cef78912.nii.gz
preprocessed,09cf846a4e,normal,RSNA-Normal,36,512,512,0.48828125,0.48828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/09cf846a4e.nii.gz
preprocessed,09d71d7d2f,normal,RSNA-Normal,38,512,512,0.447265625,0.447265625,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/09d71d7d2f.nii.gz
preprocessed,09e19d6313,normal,RSNA-Normal,37,512,512,0.427734375,0.427734375,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/09e19d6313.nii.gz
preprocessed,09e2c8b528,normal,RSNA-Normal,35,512,512,0.423828125,0.423828125,5.0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Preprocessed/Normal Scans/ct_scans/09e2c8b528.nii.gz
