snapshot,case_id,branch,source_dataset,file_ext_reported,ct_path,mask_path,H,W,D,vx,vy,vz,voxmm3,ct_size_mb,mask_size_mb,mask_empty,fg_vox,fg_mm3,shape_match,spacing_match,hu_min_samp,hu_max_samp,hu_p0_5_samp,hu_p99_5_samp
raw,00ac63b117,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/00ac63b117.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/00ac63b117.nii.gz,512,512,37,0.48828125,0.48828125,5.0,1.1920928955078125,7.181256294250488,0.009115219116210938,1,0,0.0,1,1,-1024.0,2976.0,-1009.0,998.0078125
raw,00b1e01ec6,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/00b1e01ec6.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/00b1e01ec6.nii.gz,512,512,28,0.4882810115814209,0.4882810115814209,5.3737406730651855,1.2811983645612814,6.468473434448242,0.006960868835449219,1,0,0.0,1,1,-3024.0,1739.0,-3024.0,1253.00390625
raw,00b485fdf0,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/00b485fdf0.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/00b485fdf0.nii.gz,512,512,35,0.48828125,0.48828125,4.999998092651367,1.1920924407604616,8.190155982971191,0.008634567260742188,1,0,0.0,1,1,-1012.0,1196.0,-1007.0,716.00390625
raw,00c6ddbb96,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/00c6ddbb96.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/00c6ddbb96.nii.gz,512,512,33,0.427734375,0.427734375,5.0,0.9147834777832031,7.195823669433594,0.008148193359375,1,0,0.0,1,1,-1017.0,1501.0,-1008.0,977.0
raw,00ceec7d79,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/00ceec7d79.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/00ceec7d79.nii.gz,512,512,32,0.431640625,0.431640625,5.0,0.9315681457519531,6.727457046508789,0.007893562316894531,1,0,0.0,1,1,-1019.0,1572.0,-1012.0,1286.00390625
raw,00d1face22,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/00d1face22.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/00d1face22.nii.gz,512,512,28,0.4882810115814209,0.4882810115814209,5.048793315887451,1.2037249530378418,6.495448112487793,0.00696563720703125,1,0,0.0,1,1,-3024.0,1784.0,-3024.0,1284.0
raw,010ef4ce03,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/010ef4ce03.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/010ef4ce03.nii.gz,512,512,31,0.431640625,0.431640625,5.0,0.9315681457519531,6.683677673339844,0.0076541900634765625,1,0,0.0,1,1,-1024.0,1534.0,-1010.0,1194.00390625
raw,011a38f377,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/011a38f377.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/011a38f377.nii.gz,512,512,34,0.4609375,0.4609375,5.0,1.06231689453125,7.230191230773926,0.008387565612792969,1,0,0.0,1,1,-1019.0,1472.0,-1007.0,962.0
raw,011e0389de,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/011e0389de.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/011e0389de.nii.gz,512,512,32,0.4882810115814209,0.4882810115814209,5.0,1.1920917313548784,7.471843719482422,0.007902145385742188,1,0,0.0,1,1,-3024.0,2109.0,-3024.0,1575.00390625
raw,012ad451f8,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/012ad451f8.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/012ad451f8.nii.gz,512,512,33,0.48828125,0.48828125,5.0,1.1920928955078125,7.2242889404296875,0.008154869079589844,1,0,0.0,1,1,-1021.0,1801.0,-1011.0,1339.0
raw,012c911183,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/012c911183.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/012c911183.nii.gz,512,512,40,0.4882810115814209,0.4882810115814209,4.071640968322754,0.9707539062766651,9.914407730102539,0.009881019592285156,1,0,0.0,1,1,-3024.0,1890.0,-3024.0,1614.00390625
raw,012f924b9b,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/012f924b9b.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/012f924b9b.nii.gz,512,512,33,0.416015625,0.416015625,5.0,0.8653450012207031,7.147795677185059,0.008150100708007812,1,0,0.0,1,1,-1024.0,1578.0,-1010.0,1172.0
raw,015b70186d,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/015b70186d.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/015b70186d.nii.gz,512,512,32,0.4882810115814209,0.4882810115814209,5.0,1.1920917313548784,7.050290107727051,0.007892608642578125,1,0,0.0,1,1,-3024.0,1876.0,-3024.0,1328.00390625
raw,015d1f63c4,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/015d1f63c4.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/015d1f63c4.nii.gz,512,512,34,0.48828125,0.48828125,5.0,1.1920928955078125,7.135642051696777,0.008388519287109375,1,0,0.0,1,1,-1019.0,1471.0,-1012.0,1119.0
raw,017ad7ed20,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/017ad7ed20.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/017ad7ed20.nii.gz,512,512,35,0.48828125,0.48828125,5.0,1.1920928955078125,6.94305419921875,0.008632659912109375,1,0,0.0,1,1,-1021.0,1544.0,-1009.0,1044.01953125
raw,017e5bb41e,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/017e5bb41e.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/017e5bb41e.nii.gz,512,512,32,0.44140625,0.44140625,5.0,0.9741973876953125,7.14750862121582,0.007894515991210938,1,0,0.0,1,1,-1024.0,2976.0,-1009.0,1011.0
raw,018e61f2ae,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/018e61f2ae.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/018e61f2ae.nii.gz,512,512,40,0.4882810115814209,0.4882810115814209,3.9743590354919434,0.9475601087290991,8.8461275100708,0.009853363037109375,1,0,0.0,1,1,-3024.0,3071.0,-3024.0,1484.0
raw,01ac01af23,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/01ac01af23.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/01ac01af23.nii.gz,512,512,32,0.4882810115814209,0.4882810115814209,5.201274394989014,1.2400792397548503,7.265948295593262,0.007931709289550781,1,0,0.0,1,1,-3024.0,1995.0,-3024.0,1528.00390625
raw,01b8469252,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/01b8469252.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/01b8469252.nii.gz,512,512,40,0.4882810115814209,0.4882810115814209,4.048743724822998,0.9652947833472895,9.013474464416504,0.009885787963867188,1,0,0.0,1,1,-3024.0,1717.0,-3024.0,1273.0
raw,01bddfd70f,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/01bddfd70f.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/01bddfd70f.nii.gz,512,512,39,0.46484375,0.46484375,5.0,1.0803985595703125,7.9406232833862305,0.0095977783203125,1,0,0.0,1,1,-1023.0,1924.0,-1009.0,971.00390625
raw,01c1788df8,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/01c1788df8.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/01c1788df8.nii.gz,512,512,31,0.453125,0.453125,5.0,1.026611328125,6.880584716796875,0.0076503753662109375,1,0,0.0,1,1,-1020.0,1497.0,-1014.0,1194.0078125
raw,01ca310c19,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/01ca310c19.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/01ca310c19.nii.gz,512,512,34,0.455078125,0.455078125,4.999999523162842,1.0354804005164624,7.822565078735352,0.008390426635742188,1,0,0.0,1,1,-1020.0,1499.0,-1015.0,1133.0
raw,01ce997fa7,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/01ce997fa7.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/01ce997fa7.nii.gz,512,512,36,0.48828125,0.48828125,5.0,1.1920928955078125,7.274940490722656,0.008869171142578125,1,0,0.0,1,1,-1024.0,1585.0,-1009.0,1207.01171875
raw,01cf9a5127,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/01cf9a5127.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/01cf9a5127.nii.gz,512,512,32,0.4882810115814209,0.4882810115814209,5.015045166015625,1.195678774955696,6.8313188552856445,0.0079345703125,1,0,0.0,1,1,-3024.0,1915.0,-3024.0,1403.0
raw,01e9a7dc1b,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/01e9a7dc1b.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/01e9a7dc1b.nii.gz,512,512,28,0.4882810115814209,0.4882810115814209,5.0,1.1920917313548784,5.908703804016113,0.00693511962890625,1,0,0.0,1,1,-3024.0,1916.0,-3024.0,1426.0
raw,021c6184c6,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/021c6184c6.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/021c6184c6.nii.gz,512,512,35,0.48828125,0.48828125,5.0,1.1920928955078125,7.502613067626953,0.008630752563476562,1,0,0.0,1,1,-1023.0,2222.0,-1008.0,1216.00390625
raw,021da20807,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/021da20807.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/021da20807.nii.gz,512,512,37,0.48828125,0.48828125,5.0,1.1920928955078125,7.19924259185791,0.009116172790527344,1,0,0.0,1,1,-1024.0,2976.0,-1011.0,1122.0
raw,024b71a40e,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/024b71a40e.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/024b71a40e.nii.gz,512,512,32,0.48828125,0.48828125,5.050875663757324,1.2042225989716826,7.05792236328125,0.007928848266601562,1,0,0.0,1,1,-1024.0,1876.0,-1009.0,1280.01953125
raw,027abcbc7b,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/027abcbc7b.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/027abcbc7b.nii.gz,512,512,33,0.48828125,0.48828125,5.0,1.1920928955078125,6.107295036315918,0.008148193359375,1,0,0.0,1,1,-1024.0,2481.0,-1013.0,1316.01171875
raw,027e12b63c,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/027e12b63c.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/027e12b63c.nii.gz,512,512,40,0.48828125,0.48828125,5.0,1.1920928955078125,7.5964508056640625,0.009844779968261719,1,0,0.0,1,1,-1018.0,2272.0,-1009.0,1026.0
raw,02b0b95e07,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/02b0b95e07.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/02b0b95e07.nii.gz,512,512,29,0.447265625,0.447265625,5.0,1.0002326965332031,6.553244590759277,0.0071659088134765625,1,0,0.0,1,1,-1024.0,1610.0,-1012.0,1274.0
raw,02b616db2f,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/02b616db2f.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/02b616db2f.nii.gz,512,512,32,0.4882810115814209,0.4882810115814209,5.102493762969971,1.2165281248252682,7.458332061767578,0.007930755615234375,1,0,0.0,1,1,-3024.0,1760.0,-3024.0,1470.00390625
raw,02cbb6b255,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/02cbb6b255.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/02cbb6b255.nii.gz,512,512,34,0.43359375,0.43359375,5.0,0.9400177001953125,6.888108253479004,0.008390426635742188,1,0,0.0,1,1,-1024.0,1595.0,-1009.0,1067.0
raw,02f53f2f4e,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/02f53f2f4e.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/02f53f2f4e.nii.gz,512,512,34,0.48828125,0.48828125,5.0,1.1920928955078125,7.589829444885254,0.008394241333007812,1,0,0.0,1,1,-1024.0,1466.0,-1009.0,1031.00390625
raw,030d276061,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/030d276061.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/030d276061.nii.gz,512,512,36,0.48828125,0.48828125,5.0,1.1920928955078125,7.589237213134766,0.008870124816894531,1,0,0.0,1,1,-1024.0,2416.0,-1010.0,952.00390625
raw,030da47456,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/030da47456.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/030da47456.nii.gz,512,512,32,0.41015625,0.41015625,5.0,0.8411407470703125,7.251703262329102,0.007895469665527344,1,0,0.0,1,1,-1024.0,1464.0,-1007.0,1007.00390625
raw,030ed13676,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/030ed13676.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/030ed13676.nii.gz,512,512,34,0.48828125,0.48828125,5.0,1.1920928955078125,7.4972734451293945,0.008392333984375,1,0,0.0,1,1,-1024.0,2976.0,-1018.0,1211.00390625
raw,031ff3ef0c,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/031ff3ef0c.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/031ff3ef0c.nii.gz,512,512,33,0.400390625,0.400390625,5.0,0.8015632629394531,7.798738479614258,0.008147239685058594,1,0,0.0,1,1,-1024.0,1677.0,-1011.0,1474.00390625
raw,032ebd5f51,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/032ebd5f51.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/032ebd5f51.nii.gz,512,512,32,0.4882810115814209,0.4882810115814209,5.392516136169434,1.2856747794250678,6.6251420974731445,0.0079345703125,1,0,0.0,1,1,-3024.0,1952.0,-3024.0,1178.0
raw,035cb6ad21,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/035cb6ad21.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/035cb6ad21.nii.gz,512,512,34,0.48828125,0.48828125,5.0,1.1920928955078125,6.9829816818237305,0.00838470458984375,1,0,0.0,1,1,-1019.0,2051.0,-1010.0,1091.00390625
raw,03af2145f9,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/03af2145f9.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/03af2145f9.nii.gz,512,512,33,0.4375,0.4375,5.0,0.95703125,7.097041130065918,0.008145332336425781,1,0,0.0,1,1,-1024.0,1447.0,-1015.0,1017.0078125
raw,03b318a64e,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/03b318a64e.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/03b318a64e.nii.gz,512,512,40,0.4882810115814209,0.4882810115814209,3.764641046524048,0.8975594926160987,9.698452949523926,0.009881019592285156,1,0,0.0,1,1,-3024.0,1913.0,-3024.0,1459.0
raw,03bf3046d0,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/03bf3046d0.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/03bf3046d0.nii.gz,512,512,39,0.48828125,0.48828125,5.0,1.1920928955078125,7.9682111740112305,0.009602546691894531,1,0,0.0,1,1,-1023.0,2759.0,-1016.0,1299.0
raw,03e076551f,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/03e076551f.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/03e076551f.nii.gz,512,512,30,0.3828125,0.3828125,5.0,0.73272705078125,6.786170959472656,0.0074100494384765625,1,0,0.0,1,1,-1021.0,1547.0,-1009.0,1194.0
raw,03f0a04341,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/03f0a04341.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/03f0a04341.nii.gz,512,512,40,0.4882810115814209,0.4882810115814209,4.343204975128174,1.0354997476859333,9.735601425170898,0.009882926940917969,1,0,0.0,1,1,-3024.0,1805.0,-3024.0,1520.00390625
raw,03f2a4f1b4,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/03f2a4f1b4.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/03f2a4f1b4.nii.gz,512,512,30,0.396484375,0.396484375,5.0,0.7859992980957031,6.849409103393555,0.007411003112792969,1,0,0.0,1,1,-1017.0,1540.0,-1011.0,1181.0
raw,041e232fe1,normal,RSNA-normal,nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/ct_scans/041e232fe1.nii.gz,/content/datasets_local/CT-Seg-1500-Raw/CT-Seg-1500-Raw/Normal Scans/masks/041e232fe1.nii.gz,512,512,35,0.48828125,0.48828125,5.0,1.1920928955078125,7.327301025390625,0.00862884521484375,1,0,0.0,1,1,-1024.0,2504.0,-1010.0,1105.0
